,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/P90,Ast/P90,G+A/P90,G-PK/P90,G+A-PK/P90,xG,npxG,xA,npxG+xA,xG/P90,xA/P90,xG+xA/P90,npxG/P90,npxG+xA/P90
128,Daniele Rugani,it ITA,DF,27.0,12,9,879.0,9.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02
129,Denis Zakaria,ch SUI,MF,24.0,9,6,597.0,6.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15,0.15,0.3,0.15,0.3,1.5,1.5,0.3,1.7,0.22,0.04,0.26,0.22,0.26
130,Dejan Kulusevski,se SWE,"FW,MF",21.0,20,5,772.0,8.6,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.12,0.35,0.47,0.12,0.47,1.9,1.9,1.2,3.1,0.22,0.14,0.37,0.22,0.37
131,Mattia Perin,it ITA,GK,28.0,5,5,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Fabio Miretti,it ITA,MF,17.0,6,4,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.03,0.11,0.14,0.03,0.14
133,Aaron Ramsey,wls WAL,MF,30.0,3,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1
134,Kaio Jorge,br BRA,"MF,FW",19.0,9,0,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.2,0.68,0.25,0.93,0.68,0.93
135,Marley Aké,fr FRA,"MF,FW",20.0,4,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Carlo Pinsoglio,it ITA,GK,31.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Cristiano Ronaldo,pt POR,FW,36.0,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.5,0.12,0.63,0.5,0.63
138,Martin Palumbo,no NOR,MF,19.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Matìas Soulé,ar ARG,FW,18.0,2,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.4,0.0,2.4,2.4,2.4
140,Koni De Winter,be BEL,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
141,Nicolò Fagioli,it ITA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
142,Samuel Iling-Junior,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
143,Franco Israel,uy URU,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
144,Marco Raina,it ITA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
145,Filippo Ranocchia,it ITA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
146,Zsombor Senkó,hu HUN,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
147,Diego Stramaccioni,it ITA,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
148,Emanuele Zuelli,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
149,Sergej Milinković-Savić,rs SRB,MF,26.0,37,36,3100.0,34.4,11.0,10.0,11.0,0.0,0.0,6.0,1.0,0.32,0.29,0.61,0.32,0.61,7.3,7.3,6.0,13.3,0.21,0.17,0.38,0.21,0.38
150,Felipe Anderson,br BRA,FW,28.0,38,33,2888.0,32.1,6.0,8.0,6.0,0.0,0.0,2.0,0.0,0.19,0.25,0.44,0.19,0.44,5.5,5.5,6.9,12.5,0.17,0.22,0.39,0.17,0.39
151,Ciro Immobile,it ITA,FW,31.0,31,31,2711.0,30.1,27.0,2.0,20.0,7.0,9.0,4.0,0.0,0.9,0.07,0.96,0.66,0.73,22.2,15.4,3.0,18.4,0.74,0.1,0.84,0.51,0.61
152,Adam Marušić,me MNE,DF,28.0,33,30,2721.0,30.2,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.03,0.0,0.03,0.03,0.03,0.2,0.2,0.5,0.7,0.01,0.02,0.02,0.01,0.02
153,Francesco Acerbi,it ITA,DF,33.0,30,29,2536.0,28.2,4.0,0.0,4.0,0.0,0.0,2.0,1.0,0.14,0.0,0.14,0.14,0.14,2.2,2.2,0.4,2.6,0.08,0.02,0.09,0.08,0.09
154,Luiz Felipe,it ITA,DF,24.0,31,28,2491.0,27.7,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.01,0.0,0.01,0.01,0.01
155,Luis Alberto,es ESP,MF,28.0,34,27,2353.0,26.1,5.0,9.0,5.0,0.0,0.0,5.0,0.0,0.19,0.34,0.54,0.19,0.54,3.5,3.5,7.8,11.3,0.14,0.3,0.43,0.14,0.43
156,Pedro,es ESP,FW,34.0,32,25,2033.0,22.6,9.0,4.0,9.0,0.0,0.0,5.0,0.0,0.4,0.18,0.58,0.4,0.58,5.2,5.2,3.3,8.5,0.23,0.15,0.38,0.23,0.38
157,Elseid Hysaj,al ALB,DF,27.0,29,24,2027.0,22.5,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,0.5,0.5,0.6,1.1,0.02,0.03,0.05,0.02,0.05
158,Thomas Strakosha,al ALB,GK,26.0,23,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
159,Mattia Zaccagni,it ITA,FW,26.0,29,21,1876.0,20.8,4.0,5.0,4.0,0.0,0.0,6.0,0.0,0.19,0.24,0.43,0.19,0.43,3.5,3.5,2.3,5.8,0.17,0.11,0.28,0.17,0.28
160,Danilo Cataldi,it ITA,MF,26.0,32,19,1707.0,19.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.05,0.11,0.16,0.05,0.16,0.4,0.4,2.4,2.8,0.02,0.13,0.15,0.02,0.15
161,Lucas Leiva,br BRA,MF,34.0,35,19,1697.0,18.9,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.0,0.02,0.02,0.0,0.02
162,Patric,es ESP,DF,28.0,24,19,1649.0,18.3,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.05,0.05,0.11,0.05,0.11,0.6,0.6,0.7,1.2,0.03,0.04,0.07,0.03,0.07
163,Manuel Lazzari,it ITA,DF,27.0,31,16,1665.0,18.5,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.16,0.16,0.32,0.16,0.32,0.9,0.9,2.0,2.9,0.05,0.11,0.16,0.05,0.16
164,Pepe Reina,es ESP,GK,38.0,15,15,1350.0,15.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.02
165,Toma Bašić,hr CRO,MF,24.0,29,9,982.0,10.9,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.18,0.18,0.0,0.18,1.7,1.7,0.8,2.5,0.16,0.08,0.23,0.16,0.23
166,Ștefan Radu,ro ROU,DF,34.0,10,6,556.0,6.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
167,Jean-Daniel Akpa-Akpro,ci CIV,MF,28.0,10,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.5,0.12,0.01,0.13,0.12,0.13
168,Jovane Cabral,cv CPV,FW,23.0,3,2,190.0,2.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,0.9,0.9,0.5,1.4,0.43,0.22,0.65,0.43,0.65
169,Vedat Muriqi,xk KVX,FW,27.0,11,1,215.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.17,0.0,0.17,0.17,0.17
170,Raúl Moro,es ESP,FW,18.0,11,1,201.0,2.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,0.3,0.3,0.2,0.5,0.14,0.11,0.24,0.14,0.24
171,Luka Romero,ar ARG,FW,16.0,8,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
172,Anderson Lima,br BRA,MF,21.0,4,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07
173,Dimitrije Kamenović,rs SRB,DF,21.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.77,0.0,0.77,0.77,0.77
174,Gonzalo Escalante,ar ARG,MF,28.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Denis Vavro,sk SVK,DF,25.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Marius Adamonis,lt LTU,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
177,Marco Bertini,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
178,Felipe Caicedo,ec ECU,"FW,MF",32.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
179,Romano Floriani,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
180,Alessio Furlanetto,it ITA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
181,Jony,es ESP,"FW,MF",30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
182,Rui Patrício,pt POR,GK,33.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01
183,Tammy Abraham,eng ENG,FW,23.0,37,36,3084.0,34.3,17.0,4.0,14.0,3.0,3.0,9.0,0.0,0.5,0.12,0.61,0.41,0.53,20.5,18.3,3.6,21.8,0.6,0.1,0.7,0.53,0.64
184,Gianluca Mancini,it ITA,DF,25.0,33,33,2878.0,32.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3,2.2,0.5,2.7,0.07,0.01,0.09,0.07,0.08
185,Roger Ibanez,br BRA,DF,22.0,34,32,2889.0,32.1,3.0,0.0,3.0,0.0,0.0,9.0,0.0,0.09,0.0,0.09,0.09,0.09,2.0,2.0,0.4,2.4,0.06,0.01,0.07,0.06,0.07
186,Rick Karsdorp,nl NED,DF,26.0,36,32,2883.0,32.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,4.9,5.0,0.0,0.15,0.16,0.0,0.16
187,Bryan Cristante,it ITA,MF,26.0,34,29,2678.0,29.8,2.0,0.0,2.0,0.0,0.0,9.0,0.0,0.07,0.0,0.07,0.07,0.07,2.3,2.3,1.6,3.9,0.08,0.05,0.13,0.08,0.13
188,Henrikh Mkhitaryan,am ARM,"MF,FW",32.0,31,29,2495.0,27.7,5.0,6.0,5.0,0.0,0.0,4.0,1.0,0.18,0.22,0.4,0.18,0.4,3.8,3.8,4.6,8.4,0.14,0.17,0.3,0.14,0.3
189,Lorenzo Pellegrini,it ITA,"MF,FW",25.0,28,27,2289.0,25.4,9.0,3.0,7.0,2.0,3.0,8.0,1.0,0.35,0.12,0.47,0.28,0.39,9.1,6.8,6.2,13.0,0.36,0.24,0.6,0.27,0.51
190,Jordan Veretout,fr FRA,MF,28.0,36,26,2319.0,25.8,4.0,8.0,3.0,1.0,2.0,6.0,0.0,0.16,0.31,0.47,0.12,0.43,4.6,3.1,4.4,7.5,0.18,0.17,0.35,0.12,0.29
191,Chris Smalling,eng ENG,DF,31.0,27,23,2091.0,23.2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,1.7,1.7,0.1,1.8,0.07,0.0,0.08,0.07,0.08
192,Nicolò Zaniolo,it ITA,FW,22.0,28,23,1971.0,21.9,2.0,1.0,2.0,0.0,0.0,12.0,2.0,0.09,0.05,0.14,0.09,0.14,4.8,4.8,2.6,7.4,0.22,0.12,0.34,0.22,0.34
193,Matías Viña,uy URU,DF,23.0,26,18,1565.0,17.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,0.7,0.7,1.4,2.1,0.04,0.08,0.12,0.04,0.12
194,Marash Kumbulla,al ALB,DF,21.0,17,13,1025.0,11.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.07,0.0,0.07,0.07,0.07
195,Sérgio Oliveira,pt POR,MF,29.0,14,13,892.0,9.9,2.0,0.0,1.0,1.0,1.0,5.0,0.0,0.2,0.0,0.2,0.1,0.1,1.4,0.7,1.5,2.3,0.15,0.16,0.3,0.07,0.23
196,Nicola Zalewski,pl POL,DF,19.0,16,9,793.0,8.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.9,0.04,0.07,0.11,0.04,0.11
197,Stephan El Shaarawy,it ITA,"DF,FW",28.0,27,8,1055.0,11.7,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26,3.0,3.0,2.4,5.4,0.25,0.2,0.46,0.25,0.46
198,Ainsley Maitland-Niles,eng ENG,DF,23.0,8,7,487.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.9,0.08,0.08,0.16,0.08,0.16
199,Felix Afena-Gyan,gh GHA,"FW,MF",18.0,17,6,668.0,7.4,2.0,0.0,2.0,0.0,0.0,5.0,1.0,0.27,0.0,0.27,0.27,0.27,1.9,1.9,0.2,2.1,0.25,0.03,0.28,0.25,0.28
200,Eldor Shomurodov,uz UZB,"FW,MF",26.0,28,5,784.0,8.7,3.0,4.0,3.0,0.0,0.0,2.0,0.0,0.34,0.46,0.8,0.34,0.8,4.0,4.0,2.2,6.2,0.46,0.25,0.71,0.46,0.71
201,Carles Pérez,es ESP,"MF,FW",23.0,19,3,554.0,6.2,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.16,0.16,0.32,0.16,0.32,1.4,1.4,0.6,2.0,0.23,0.1,0.32,0.23,0.32
202,Riccardo Calafiori,it ITA,DF,19.0,6,2,174.0,1.9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.52,0.52,0.0,0.52,0.0,0.0,0.8,0.8,0.0,0.41,0.41,0.0,0.41
203,Amadou Diawara,gn GUI,MF,24.0,4,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.03,0.01,0.03
204,Leonardo Spinazzola,it ITA,DF,28.0,3,2,127.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.09,0.13,0.05,0.13
205,Borja Mayoral,es ESP,"FW,DF",24.0,5,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1
206,Ebrima Darboe,gm GAM,MF,20.0,1,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
207,Edoardo Bove,it ITA,"MF,FW",19.0,11,0,68.0,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.32,0.0,1.32,1.32,1.32,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
208,Cristian Volpato,it ITA,"MF,FW",17.0,3,0,38.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,0.1,0.1,0.0,0.1,0.14,0.11,0.25,0.14,0.25
209,Bryan Reynolds,us USA,DF,20.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Dimitrios Keramitsis,gr GRE,DF,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Daniel Fuzato,br BRA,GK,24.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
212,Pietro Boer,it ITA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
213,Davide Mastrantonio,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
214,Filippo Missori,it ITA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
215,Maissa Ndiaye,sn SEN,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
216,Jan Oliveras,es ESP,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
217,Filippo Tripi,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
218,Gonzalo Villar,es ESP,MF,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
219,Cristiano Biraghi,it ITA,DF,28.0,37,37,3153.0,35.0,4.0,1.0,3.0,1.0,2.0,5.0,1.0,0.11,0.03,0.14,0.09,0.11,3.3,1.8,5.8,7.6,0.1,0.16,0.26,0.05,0.22
220,Nikola Milenković,rs SRB,DF,23.0,34,34,2926.0,32.5,1.0,0.0,1.0,0.0,0.0,10.0,1.0,0.03,0.0,0.03,0.03,0.03,2.1,2.1,0.0,2.1,0.06,0.0,0.07,0.06,0.07
221,Pietro Terracciano,it ITA,GK,31.0,32,31,2862.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Giacomo Bonaventura,it ITA,MF,31.0,31,28,2266.0,25.2,4.0,4.0,4.0,0.0,0.0,8.0,1.0,0.16,0.16,0.32,0.16,0.32,5.1,5.1,2.5,7.5,0.2,0.1,0.3,0.2,0.3
223,Nicolás González,ar ARG,FW,23.0,33,26,2357.0,26.2,7.0,6.0,4.0,3.0,3.0,4.0,1.0,0.27,0.23,0.5,0.15,0.38,9.3,7.1,3.8,10.9,0.36,0.15,0.5,0.27,0.42
224,Lucas Torreira,uy URU,MF,25.0,31,26,2195.0,24.4,5.0,1.0,5.0,0.0,0.0,10.0,1.0,0.21,0.04,0.25,0.21,0.25,4.6,4.4,1.7,6.2,0.19,0.07,0.26,0.18,0.25
225,Igor,br BRA,DF,23.0,30,23,2242.0,24.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,0.02,0.03,0.05,0.02,0.05
226,Alfred Duncan,gh GHA,MF,28.0,33,21,1931.0,21.5,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.09,0.09,0.19,0.09,0.19,1.3,1.3,1.8,3.1,0.06,0.08,0.14,0.06,0.14
227,Dušan Vlahović,rs SRB,FW,21.0,21,21,1857.0,20.6,17.0,2.0,12.0,5.0,6.0,2.0,0.0,0.82,0.1,0.92,0.58,0.68,12.7,8.1,1.9,10.1,0.62,0.09,0.71,0.39,0.49
228,Lorenzo Venuti,it ITA,DF,26.0,23,20,1571.0,17.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.01,0.02,0.04,0.01,0.04
229,Álvaro Odriozola,es ESP,DF,25.0,25,18,1733.0,19.3,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.05,0.1,0.16,0.05,0.16,1.0,1.0,3.8,4.7,0.05,0.2,0.25,0.05,0.25
230,Lucas Martínez Quarta,ar ARG,DF,25.0,20,16,1431.0,15.9,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.06,0.0,0.06,0.06,0.06,1.2,1.2,0.4,1.6,0.07,0.02,0.1,0.07,0.1
231,Gaetano Castrovilli,it ITA,MF,24.0,23,16,1391.0,15.5,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.06,0.06,0.13,0.06,0.13,1.2,1.2,1.6,2.8,0.08,0.1,0.18,0.08,0.18
232,José Callejón,es ESP,FW,34.0,30,16,1298.0,14.4,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.07,0.21,1.7,1.7,3.0,4.8,0.12,0.21,0.33,0.12,0.33
233,Riccardo Sottil,it ITA,FW,22.0,24,14,1239.0,13.8,3.0,2.0,3.0,0.0,0.0,4.0,1.0,0.22,0.15,0.36,0.22,0.36,2.5,2.5,2.1,4.7,0.18,0.16,0.34,0.18,0.34
234,Riccardo Saponara,it ITA,FW,29.0,29,13,1284.0,14.3,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.21,0.21,0.42,0.21,0.42,2.0,2.0,3.2,5.2,0.14,0.22,0.36,0.14,0.36
235,Youssef Maleh,it ITA,MF,22.0,28,11,1019.0,11.3,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.18,0.18,0.35,0.18,0.35,2.3,2.3,1.0,3.4,0.21,0.09,0.3,0.21,0.3
236,Krzysztof Piątek,pl POL,FW,26.0,14,9,733.0,8.1,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,3.3,2.5,0.8,3.4,0.4,0.1,0.51,0.31,0.41
237,Sofyan Amrabat,ma MAR,MF,24.0,23,8,944.0,10.5,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04
238,Arthur,br BRA,FW,23.0,14,8,749.0,8.3,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.24,0.24,0.48,0.24,0.48,3.7,3.7,0.3,4.0,0.45,0.03,0.48,0.45,0.48
239,Jonathan Ikone,fr FRA,FW,23.0,17,7,649.0,7.2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14,0.14,0.28,0.14,0.28,1.6,1.6,0.7,2.3,0.23,0.1,0.32,0.23,0.32
240,Bartłomiej Drągowski,pl POL,GK,23.0,7,7,556.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Erick Pulgar,cl CHI,MF,27.0,6,4,341.0,3.8,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.26,0.26,0.0,0.26,0.1,0.1,0.7,0.8,0.02,0.2,0.22,0.02,0.22
242,Matija Nastasić,rs SRB,DF,28.0,5,2,219.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03
243,Aleksa Terzić,rs SRB,DF,21.0,14,1,274.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0.0,0.4,0.4,0.0,0.14,0.14,0.0,0.14
244,Marco Benassi,it ITA,"DF,MF",26.0,6,1,158.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.06,0.03,0.08,0.06,0.08
245,Aleksandr Kokorin,ru RUS,"FW,MF",30.0,6,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Filippo Distefano,it ITA,FW,17.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Vittorio Agostinelli,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
248,Alessandro Bianco,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
249,Michele Cerofolini,it ITA,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
250,Destiny Egharevba,it ITA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
251,Filippo Frison,it ITA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
252,Louis Munteanu,ro ROU,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
253,Luca Ranieri,it ITA,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
254,Antonio Rosati,it ITA,GK,38.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
255,Eljon Toci,al ALB,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
256,Juan Musso,ar ARG,GK,27.0,33,33,2932.0,32.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,José Luis Palomino,ar ARG,DF,31.0,34,30,2672.0,29.7,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03,1.8,1.8,0.4,2.2,0.06,0.01,0.07,0.06,0.07
258,Davide Zappacosta,it ITA,DF,29.0,34,29,2345.0,26.1,1.0,5.0,1.0,0.0,0.0,6.0,0.0,0.04,0.19,0.23,0.04,0.23,2.2,2.2,4.2,6.5,0.09,0.16,0.25,0.09,0.25
259,Marten de Roon,nl NED,"MF,DF",30.0,30,28,2548.0,28.3,3.0,0.0,3.0,0.0,0.0,7.0,1.0,0.11,0.0,0.11,0.11,0.11,1.7,1.7,0.5,2.2,0.06,0.02,0.08,0.06,0.08
